customer_id,visit_timestamp,page_viewed
1028,2026-05-08 19:06:44,Premium_Payment
1029,2026-04-26 19:06:44,Eligibility_Check
1029,2026-05-04 19:06:44,Policy_Details
1029,2026-05-07 19:06:44,Eligibility_Check
1029,2026-05-08 19:06:44,Premium_Payment
1029,2026-05-08 19:06:44,Premium_Payment
1029,2026-04-29 19:06:44,Dashboard
1029,2026-05-05 19:06:44,Eligibility_Check
1029,2026-05-02 19:06:44,Premium_Payment
1029,2026-04-28 19:06:44,Policy_Details
1029,2026-04-30 19:06:44,Dashboard
1029,2026-05-04 19:06:44,Premium_Payment
1029,2026-05-08 19:06:44,Dashboard
1031,2026-04-30 19:06:44,Dashboard
1031,2026-05-05 19:06:44,Dashboard
1031,2026-04-28 19:06:44,Eligibility_Check
1032,2026-05-06 19:06:44,Eligibility_Check
1032,2026-04-29 19:06:44,Policy_Details
1032,2026-05-06 19:06:44,Dashboard
1033,2026-05-02 19:06:44,Policy_Details
1034,2026-05-04 19:06:44,Dashboard
1034,2026-04-25 19:06:44,Eligibility_Check
1034,2026-05-02 19:06:44,Premium_Payment
1034,2026-05-05 19:06:44,Policy_Details
1034,2026-05-07 19:06:44,Eligibility_Check
1035,2026-05-01 19:06:44,Dashboard
1036,2026-05-02 19:06:44,Premium_Payment
1037,2026-04-30 19:06:44,Policy_Details
1039,2026-05-04 19:06:44,Dashboard
1039,2026-05-06 19:06:44,Policy_Details
1039,2026-05-01 19:06:44,Policy_Details
1039,2026-05-01 19:06:44,Policy_Details
1039,2026-04-26 19:06:44,Eligibility_Check
1039,2026-05-07 19:06:44,Dashboard
1039,2026-05-01 19:06:44,Eligibility_Check
1039,2026-04-29 19:06:44,Eligibility_Check
1041,2026-05-02 19:06:44,Dashboard
1041,2026-05-01 19:06:44,Eligibility_Check
1041,2026-05-02 19:06:44,Dashboard
1041,2026-05-04 19:06:44,Policy_Details
1041,2026-04-25 19:06:44,Dashboard
1042,2026-04-30 19:06:44,Dashboard
1042,2026-04-30 19:06:44,Eligibility_Check
1042,2026-05-03 19:06:44,Premium_Payment
1042,2026-05-04 19:06:44,Dashboard
1043,2026-05-02 19:06:44,Policy_Details
1043,2026-05-03 19:06:44,Dashboard
1043,2026-04-26 19:06:44,Eligibility_Check
1043,2026-05-06 19:06:44,Eligibility_Check
1043,2026-05-06 19:06:44,Premium_Payment
1043,2026-05-05 19:06:44,Eligibility_Check
1043,2026-04-27 19:06:44,Premium_Payment
1043,2026-05-06 19:06:44,Policy_Details
1043,2026-05-05 19:06:44,Policy_Details
1043,2026-04-30 19:06:44,Dashboard
1043,2026-04-26 19:06:44,Policy_Details
1043,2026-04-29 19:06:44,Premium_Payment
1044,2026-05-04 19:06:44,Dashboard
1044,2026-04-28 19:06:44,Policy_Details
1044,2026-04-25 19:06:44,Dashboard
1044,2026-04-25 19:06:44,Eligibility_Check
1044,2026-04-28 19:06:44,Policy_Details
1045,2026-05-02 19:06:44,Eligibility_Check
1045,2026-05-01 19:06:44,Premium_Payment
1045,2026-05-04 19:06:44,Premium_Payment
1045,2026-05-04 19:06:44,Eligibility_Check
1045,2026-05-08 19:06:44,Eligibility_Check
1047,2026-04-29 19:06:44,Eligibility_Check
1047,2026-04-28 19:06:44,Premium_Payment
1048,2026-04-30 19:06:44,Dashboard
1048,2026-04-28 19:06:44,Eligibility_Check
1048,2026-04-29 19:06:44,Premium_Payment
1048,2026-04-30 19:06:44,Dashboard
1049,2026-05-05 19:06:44,Policy_Details
1049,2026-04-30 19:06:44,Policy_Details
1049,2026-05-04 19:06:44,Dashboard
1051,2026-04-30 19:06:44,Policy_Details
1051,2026-05-05 19:06:44,Dashboard
1052,2026-05-01 19:06:44,Premium_Payment
1052,2026-05-01 19:06:44,Policy_Details
1052,2026-05-02 19:06:44,Policy_Details
1052,2026-05-03 19:06:44,Dashboard
1052,2026-05-02 19:06:44,Premium_Payment
1052,2026-05-02 19:06:44,Dashboard
1052,2026-04-25 19:06:44,Dashboard
1052,2026-05-08 19:06:44,Premium_Payment
1053,2026-04-26 19:06:44,Dashboard
1053,2026-04-26 19:06:44,Premium_Payment
1053,2026-05-03 19:06:44,Eligibility_Check
1053,2026-05-05 19:06:44,Dashboard
1053,2026-05-06 19:06:44,Dashboard
1054,2026-04-27 19:06:44,Eligibility_Check
1054,2026-04-26 19:06:44,Policy_Details
1054,2026-05-08 19:06:44,Dashboard
1054,2026-05-06 19:06:44,Premium_Payment
1056,2026-05-05 19:06:44,Premium_Payment
1056,2026-05-08 19:06:44,Policy_Details
1056,2026-04-28 19:06:44,Eligibility_Check
1056,2026-05-06 19:06:44,Eligibility_Check
1057,2026-05-08 19:06:44,Premium_Payment
1057,2026-05-07 19:06:44,Dashboard
1057,2026-05-02 19:06:44,Eligibility_Check
1057,2026-05-01 19:06:44,Policy_Details
1058,2026-05-03 19:06:44,Dashboard
1058,2026-05-08 19:06:44,Dashboard
1059,2026-05-04 19:06:44,Dashboard
1059,2026-05-04 19:06:44,Policy_Details
1060,2026-05-01 19:06:44,Dashboard
1060,2026-04-25 19:06:44,Policy_Details
1061,2026-04-28 19:06:44,Policy_Details
1061,2026-04-29 19:06:44,Dashboard
1061,2026-05-05 19:06:44,Policy_Details
1061,2026-05-05 19:06:44,Eligibility_Check
1061,2026-05-02 19:06:44,Premium_Payment
1061,2026-05-01 19:06:44,Premium_Payment
1061,2026-05-06 19:06:44,Dashboard
1061,2026-05-04 19:06:44,Eligibility_Check
1061,2026-05-02 19:06:44,Premium_Payment
1061,2026-05-01 19:06:44,Policy_Details
1061,2026-05-06 19:06:44,Premium_Payment
1061,2026-05-02 19:06:44,Policy_Details
1062,2026-05-05 19:06:44,Eligibility_Check
1062,2026-05-01 19:06:44,Eligibility_Check
1062,2026-05-08 19:06:44,Dashboard
1064,2026-05-04 19:06:44,Policy_Details
1065,2026-05-03 19:06:44,Dashboard
1065,2026-05-04 19:06:44,Dashboard
1066,2026-05-04 19:06:44,Premium_Payment
1066,2026-05-01 19:06:44,Policy_Details
1066,2026-05-08 19:06:44,Premium_Payment
1066,2026-05-07 19:06:44,Eligibility_Check
1066,2026-04-30 19:06:44,Policy_Details
1067,2026-04-28 19:06:44,Premium_Payment
1067,2026-04-25 19:06:44,Policy_Details
1067,2026-05-02 19:06:44,Eligibility_Check
1068,2026-05-05 19:06:44,Premium_Payment
1068,2026-05-02 19:06:44,Policy_Details
1068,2026-05-02 19:06:44,Premium_Payment
1068,2026-05-02 19:06:44,Policy_Details
1068,2026-05-03 19:06:44,Dashboard
1068,2026-05-01 19:06:44,Eligibility_Check
1068,2026-04-26 19:06:44,Eligibility_Check
1068,2026-05-07 19:06:44,Policy_Details
1068,2026-04-29 19:06:44,Dashboard
1068,2026-04-30 19:06:44,Eligibility_Check
1068,2026-04-29 19:06:44,Premium_Payment
1068,2026-04-26 19:06:44,Premium_Payment
1070,2026-05-04 19:06:44,Eligibility_Check
1070,2026-04-25 19:06:44,Dashboard
1070,2026-05-04 19:06:44,Premium_Payment
1070,2026-04-29 19:06:44,Eligibility_Check
1070,2026-04-30 19:06:44,Dashboard
1070,2026-04-28 19:06:44,Dashboard
1070,2026-04-27 19:06:44,Policy_Details
1070,2026-04-28 19:06:44,Policy_Details
1070,2026-04-29 19:06:44,Premium_Payment
1070,2026-04-30 19:06:44,Policy_Details
1070,2026-05-07 19:06:44,Eligibility_Check
1070,2026-05-01 19:06:44,Premium_Payment
1071,2026-04-29 19:06:44,Policy_Details
1071,2026-05-02 19:06:44,Policy_Details
1071,2026-04-28 19:06:44,Dashboard
1072,2026-05-05 19:06:44,Policy_Details
1072,2026-04-30 19:06:44,Premium_Payment
1072,2026-05-05 19:06:44,Eligibility_Check
1072,2026-05-06 19:06:44,Eligibility_Check
1072,2026-05-06 19:06:44,Policy_Details
1072,2026-05-07 19:06:44,Premium_Payment
1072,2026-05-04 19:06:44,Premium_Payment
1072,2026-05-03 19:06:44,Policy_Details
1073,2026-04-28 19:06:44,Premium_Payment
1074,2026-05-03 19:06:44,Dashboard
1074,2026-04-28 19:06:44,Eligibility_Check
1075,2026-05-07 19:06:44,Dashboard
1078,2026-05-04 19:06:44,Policy_Details
1078,2026-04-28 19:06:44,Premium_Payment
1079,2026-05-04 19:06:44,Policy_Details
1079,2026-05-01 19:06:44,Premium_Payment
1079,2026-05-05 19:06:44,Premium_Payment
1079,2026-04-25 19:06:44,Dashboard
1079,2026-04-26 19:06:44,Eligibility_Check
1079,2026-05-08 19:06:44,Dashboard
1079,2026-04-26 19:06:44,Eligibility_Check
1079,2026-05-02 19:06:44,Dashboard
1080,2026-05-06 19:06:44,Dashboard
1080,2026-04-29 19:06:44,Eligibility_Check
1081,2026-04-25 19:06:44,Premium_Payment
1081,2026-05-03 19:06:44,Eligibility_Check
1081,2026-05-03 19:06:44,Dashboard
1081,2026-04-29 19:06:44,Premium_Payment
1082,2026-05-07 19:06:44,Policy_Details
1082,2026-05-05 19:06:44,Policy_Details
1082,2026-05-04 19:06:44,Policy_Details
1082,2026-04-30 19:06:44,Eligibility_Check
1083,2026-05-05 19:06:44,Dashboard
1083,2026-04-28 19:06:44,Dashboard
1083,2026-04-28 19:06:44,Premium_Payment
1083,2026-05-06 19:06:44,Eligibility_Check
1083,2026-04-27 19:06:44,Dashboard
1084,2026-04-30 19:06:44,Premium_Payment
1084,2026-05-07 19:06:44,Eligibility_Check
1085,2026-05-02 19:06:44,Dashboard
1086,2026-05-05 19:06:44,Policy_Details
1086,2026-05-08 19:06:44,Dashboard
1086,2026-04-25 19:06:44,Dashboard
1086,2026-04-28 19:06:44,Eligibility_Check
1086,2026-05-07 19:06:44,Eligibility_Check
1087,2026-05-07 19:06:44,Policy_Details
1088,2026-05-08 19:06:44,Policy_Details
1089,2026-04-25 19:06:44,Eligibility_Check
1089,2026-05-02 19:06:44,Premium_Payment
1089,2026-05-07 19:06:44,Premium_Payment
1090,2026-05-05 19:06:44,Policy_Details
1091,2026-05-01 19:06:44,Premium_Payment
1092,2026-05-03 19:06:44,Dashboard
1093,2026-04-28 19:06:44,Premium_Payment
1094,2026-04-25 19:06:44,Premium_Payment
1095,2026-04-26 19:06:44,Premium_Payment
1095,2026-04-28 19:06:44,Dashboard
1096,2026-04-27 19:06:44,Eligibility_Check
1097,2026-05-04 19:06:44,Dashboard
1097,2026-05-07 19:06:44,Eligibility_Check
1097,2026-04-28 19:06:44,Dashboard
1097,2026-05-07 19:06:44,Dashboard
1097,2026-04-29 19:06:44,Policy_Details
1097,2026-04-28 19:06:44,Eligibility_Check
1097,2026-05-03 19:06:44,Premium_Payment
1097,2026-05-01 19:06:44,Eligibility_Check
1098,2026-04-28 19:06:44,Dashboard
1098,2026-04-27 19:06:44,Premium_Payment
1099,2026-05-03 19:06:44,Eligibility_Check
1099,2026-04-28 19:06:44,Premium_Payment
1099,2026-04-30 19:06:44,Dashboard
1099,2026-05-05 19:06:44,Premium_Payment
1099,2026-05-02 19:06:44,Dashboard
1100,2026-05-01 19:06:44,Eligibility_Check
1100,2026-04-27 19:06:44,Policy_Details
1101,2026-05-06 19:06:44,Premium_Payment
1103,2026-05-03 19:06:44,Premium_Payment
1103,2026-05-04 19:06:44,Eligibility_Check
1104,2026-05-08 19:06:44,Premium_Payment
1104,2026-04-27 19:06:44,Dashboard
1105,2026-05-06 19:06:44,Dashboard
1105,2026-05-05 19:06:44,Policy_Details
1105,2026-05-06 19:06:44,Eligibility_Check
1105,2026-05-04 19:06:44,Dashboard
1106,2026-04-27 19:06:44,Policy_Details
1107,2026-05-02 19:06:44,Dashboard
1107,2026-05-04 19:06:44,Dashboard
1108,2026-05-05 19:06:44,Eligibility_Check
1109,2026-05-02 19:06:44,Premium_Payment
1109,2026-05-02 19:06:44,Eligibility_Check
1109,2026-05-04 19:06:44,Eligibility_Check
1109,2026-04-25 19:06:44,Premium_Payment
1110,2026-04-29 19:06:44,Policy_Details
1111,2026-05-08 19:06:44,Dashboard
1112,2026-05-03 19:06:44,Policy_Details
1112,2026-04-26 19:06:44,Policy_Details
1112,2026-05-02 19:06:44,Premium_Payment
1112,2026-04-30 19:06:44,Premium_Payment
1112,2026-05-04 19:06:44,Premium_Payment
1112,2026-05-02 19:06:44,Dashboard
1112,2026-04-27 19:06:44,Policy_Details
1112,2026-05-06 19:06:44,Premium_Payment
1113,2026-05-03 19:06:44,Dashboard
1113,2026-04-26 19:06:44,Policy_Details
1114,2026-04-26 19:06:44,Eligibility_Check
1114,2026-04-25 19:06:44,Eligibility_Check
1114,2026-05-02 19:06:44,Dashboard
1117,2026-05-03 19:06:44,Eligibility_Check
1117,2026-05-07 19:06:44,Premium_Payment
1117,2026-05-03 19:06:44,Premium_Payment
1117,2026-05-08 19:06:44,Premium_Payment
1120,2026-04-25 19:06:44,Premium_Payment
1120,2026-04-29 19:06:44,Policy_Details
1120,2026-04-27 19:06:44,Policy_Details
1120,2026-05-05 19:06:44,Premium_Payment
1120,2026-04-30 19:06:44,Premium_Payment
1121,2026-04-25 19:06:44,Policy_Details
1121,2026-05-02 19:06:44,Policy_Details
1121,2026-05-03 19:06:44,Policy_Details
1122,2026-04-25 19:06:44,Eligibility_Check
1123,2026-04-28 19:06:44,Dashboard
1123,2026-04-30 19:06:44,Policy_Details
1123,2026-05-08 19:06:44,Premium_Payment
1124,2026-05-06 19:06:44,Premium_Payment
1124,2026-05-01 19:06:44,Policy_Details
1124,2026-04-29 19:06:44,Dashboard
1124,2026-04-26 19:06:44,Premium_Payment
1124,2026-05-07 19:06:44,Policy_Details
1125,2026-05-08 19:06:44,Premium_Payment
1125,2026-04-26 19:06:44,Eligibility_Check
1126,2026-05-08 19:06:44,Dashboard
1126,2026-04-26 19:06:44,Dashboard
1126,2026-05-02 19:06:44,Eligibility_Check
1126,2026-05-01 19:06:44,Premium_Payment
1126,2026-05-08 19:06:44,Policy_Details
1126,2026-04-26 19:06:44,Dashboard
1126,2026-04-29 19:06:44,Dashboard
1126,2026-05-06 19:06:44,Policy_Details
1127,2026-05-02 19:06:44,Dashboard
1127,2026-05-08 19:06:44,Dashboard
1127,2026-04-25 19:06:44,Dashboard
1127,2026-04-28 19:06:44,Dashboard
1128,2026-05-06 19:06:44,Policy_Details
1128,2026-04-26 19:06:44,Dashboard
1128,2026-04-28 19:06:44,Eligibility_Check
1129,2026-04-30 19:06:44,Premium_Payment
1129,2026-04-27 19:06:44,Dashboard
1129,2026-05-01 19:06:44,Eligibility_Check
1129,2026-05-08 19:06:44,Dashboard
1130,2026-04-30 19:06:44,Policy_Details
1130,2026-04-27 19:06:44,Policy_Details
1130,2026-05-03 19:06:44,Dashboard
1130,2026-05-02 19:06:44,Premium_Payment
1130,2026-04-26 19:06:44,Policy_Details
1131,2026-04-30 19:06:44,Dashboard
1131,2026-05-06 19:06:44,Policy_Details
1131,2026-05-04 19:06:44,Premium_Payment
1131,2026-04-25 19:06:44,Dashboard
1131,2026-05-01 19:06:44,Premium_Payment
1132,2026-05-07 19:06:44,Eligibility_Check
1132,2026-05-01 19:06:44,Premium_Payment
1132,2026-05-03 19:06:44,Eligibility_Check
1132,2026-04-30 19:06:44,Eligibility_Check
1132,2026-05-05 19:06:44,Policy_Details
1132,2026-04-27 19:06:44,Eligibility_Check
1132,2026-04-30 19:06:44,Dashboard
1132,2026-04-26 19:06:44,Premium_Payment
1133,2026-04-26 19:06:44,Premium_Payment
1134,2026-04-26 19:06:44,Policy_Details
1134,2026-04-29 19:06:44,Dashboard
1135,2026-05-06 19:06:44,Premium_Payment
1135,2026-04-25 19:06:44,Eligibility_Check
1136,2026-05-02 19:06:44,Premium_Payment
1136,2026-05-05 19:06:44,Policy_Details
1136,2026-04-27 19:06:44,Eligibility_Check
1138,2026-04-28 19:06:44,Premium_Payment
1139,2026-04-25 19:06:44,Eligibility_Check
1140,2026-04-27 19:06:44,Policy_Details
1140,2026-04-27 19:06:44,Premium_Payment
1141,2026-04-30 19:06:44,Eligibility_Check
1141,2026-05-01 19:06:44,Dashboard
1141,2026-04-29 19:06:44,Premium_Payment
1141,2026-05-04 19:06:44,Eligibility_Check
1142,2026-05-02 19:06:44,Eligibility_Check
1142,2026-04-29 19:06:44,Eligibility_Check
1142,2026-05-08 19:06:44,Policy_Details
1142,2026-05-04 19:06:44,Policy_Details
1143,2026-04-26 19:06:44,Policy_Details
1143,2026-05-02 19:06:44,Eligibility_Check
1143,2026-04-30 19:06:44,Policy_Details
1144,2026-04-26 19:06:44,Premium_Payment
1144,2026-05-08 19:06:44,Eligibility_Check
1144,2026-05-02 19:06:44,Policy_Details
1144,2026-05-06 19:06:44,Dashboard
1144,2026-04-29 19:06:44,Eligibility_Check
1145,2026-05-04 19:06:44,Premium_Payment
1145,2026-04-25 19:06:44,Premium_Payment
1145,2026-04-27 19:06:44,Premium_Payment
1145,2026-04-26 19:06:44,Dashboard
1145,2026-04-28 19:06:44,Premium_Payment
1146,2026-05-01 19:06:44,Policy_Details
1148,2026-05-07 19:06:44,Premium_Payment
1148,2026-04-25 19:06:44,Eligibility_Check
1148,2026-04-29 19:06:44,Eligibility_Check
1149,2026-05-08 19:06:44,Premium_Payment
1149,2026-05-07 19:06:44,Premium_Payment
1149,2026-04-27 19:06:44,Policy_Details
1149,2026-04-29 19:06:44,Policy_Details
1150,2026-05-08 19:06:44,Eligibility_Check
1150,2026-04-25 19:06:44,Premium_Payment
1150,2026-04-30 19:06:44,Policy_Details
1151,2026-05-06 19:06:44,Premium_Payment
1151,2026-04-26 19:06:44,Dashboard
1151,2026-04-25 19:06:44,Dashboard
1152,2026-05-04 19:06:44,Premium_Payment
1152,2026-04-25 19:06:44,Dashboard
1152,2026-04-28 19:06:44,Eligibility_Check
1152,2026-05-02 19:06:44,Premium_Payment
1152,2026-04-29 19:06:44,Policy_Details
1153,2026-05-05 19:06:44,Eligibility_Check
1153,2026-05-02 19:06:44,Policy_Details
1153,2026-05-03 19:06:44,Eligibility_Check
1153,2026-05-05 19:06:44,Premium_Payment
1154,2026-04-27 19:06:44,Dashboard
1154,2026-04-27 19:06:44,Eligibility_Check
1154,2026-05-08 19:06:44,Dashboard
1155,2026-05-03 19:06:44,Dashboard
1156,2026-05-06 19:06:44,Policy_Details
1156,2026-05-04 19:06:44,Eligibility_Check
1156,2026-05-01 19:06:44,Premium_Payment
1156,2026-05-07 19:06:44,Eligibility_Check
1156,2026-05-03 19:06:44,Dashboard
1157,2026-04-28 19:06:44,Eligibility_Check
1157,2026-05-01 19:06:44,Policy_Details
1157,2026-04-26 19:06:44,Policy_Details
1157,2026-05-01 19:06:44,Dashboard
1157,2026-05-03 19:06:44,Premium_Payment
1158,2026-04-28 19:06:44,Dashboard
1158,2026-05-03 19:06:44,Dashboard
1158,2026-05-03 19:06:44,Eligibility_Check
1158,2026-04-28 19:06:44,Eligibility_Check
1158,2026-04-27 19:06:44,Policy_Details
1159,2026-04-28 19:06:44,Eligibility_Check
1159,2026-04-26 19:06:44,Premium_Payment
1159,2026-05-06 19:06:44,Dashboard
1159,2026-04-28 19:06:44,Policy_Details
1159,2026-04-26 19:06:44,Dashboard
1159,2026-05-08 19:06:44,Policy_Details
1159,2026-05-05 19:06:44,Policy_Details
1159,2026-04-28 19:06:44,Dashboard
1160,2026-04-28 19:06:44,Premium_Payment
1160,2026-04-27 19:06:44,Eligibility_Check
1160,2026-05-04 19:06:44,Policy_Details
1160,2026-05-03 19:06:44,Premium_Payment
1162,2026-05-08 19:06:44,Eligibility_Check
1162,2026-05-05 19:06:44,Eligibility_Check
1162,2026-05-02 19:06:44,Policy_Details
1162,2026-04-28 19:06:44,Premium_Payment
1162,2026-05-06 19:06:44,Policy_Details
1162,2026-05-04 19:06:44,Dashboard
1162,2026-04-26 19:06:44,Premium_Payment
1162,2026-05-06 19:06:44,Dashboard
1164,2026-05-06 19:06:44,Policy_Details
1164,2026-05-07 19:06:44,Premium_Payment
1164,2026-04-26 19:06:44,Policy_Details
1165,2026-05-06 19:06:44,Policy_Details
1165,2026-05-01 19:06:44,Policy_Details
1165,2026-04-25 19:06:44,Premium_Payment
1166,2026-05-04 19:06:44,Policy_Details
1167,2026-05-06 19:06:44,Dashboard
1168,2026-05-05 19:06:44,Premium_Payment
1168,2026-05-08 19:06:44,Premium_Payment
1168,2026-05-05 19:06:44,Premium_Payment
1168,2026-04-30 19:06:44,Premium_Payment
1168,2026-04-28 19:06:44,Eligibility_Check
1168,2026-04-28 19:06:44,Dashboard
1168,2026-05-07 19:06:44,Policy_Details
1168,2026-05-02 19:06:44,Premium_Payment
1168,2026-05-07 19:06:44,Eligibility_Check
1168,2026-05-02 19:06:44,Policy_Details
1168,2026-05-04 19:06:44,Eligibility_Check
1168,2026-05-04 19:06:44,Policy_Details
1169,2026-04-30 19:06:44,Dashboard
1169,2026-05-03 19:06:44,Premium_Payment
1169,2026-05-03 19:06:44,Policy_Details
1170,2026-05-02 19:06:44,Eligibility_Check
1170,2026-05-08 19:06:44,Policy_Details
1170,2026-05-01 19:06:44,Eligibility_Check
1170,2026-05-03 19:06:44,Premium_Payment
1171,2026-05-08 19:06:44,Dashboard
1171,2026-04-25 19:06:44,Premium_Payment
1171,2026-05-07 19:06:44,Eligibility_Check
1172,2026-05-08 19:06:44,Policy_Details
1172,2026-04-28 19:06:44,Policy_Details
1172,2026-04-27 19:06:44,Eligibility_Check
1173,2026-04-25 19:06:44,Premium_Payment
1173,2026-05-06 19:06:44,Eligibility_Check
1173,2026-05-01 19:06:44,Premium_Payment
1173,2026-04-25 19:06:44,Dashboard
1173,2026-04-26 19:06:44,Premium_Payment
1174,2026-05-03 19:06:44,Premium_Payment
1174,2026-05-05 19:06:44,Premium_Payment
1174,2026-04-29 19:06:44,Policy_Details
1175,2026-05-01 19:06:44,Policy_Details
1175,2026-05-03 19:06:44,Eligibility_Check
1175,2026-05-01 19:06:44,Dashboard
1176,2026-04-25 19:06:44,Dashboard
1176,2026-05-05 19:06:44,Eligibility_Check
1177,2026-04-25 19:06:44,Premium_Payment
1178,2026-04-26 19:06:44,Policy_Details
1178,2026-05-01 19:06:44,Eligibility_Check
1178,2026-04-28 19:06:44,Dashboard
1179,2026-04-30 19:06:44,Policy_Details
1179,2026-05-06 19:06:44,Eligibility_Check
1179,2026-05-04 19:06:44,Premium_Payment
1179,2026-05-08 19:06:44,Policy_Details
1179,2026-05-02 19:06:44,Dashboard
1180,2026-05-04 19:06:44,Premium_Payment
1180,2026-04-25 19:06:44,Eligibility_Check
1181,2026-05-04 19:06:44,Policy_Details
1182,2026-05-08 19:06:44,Eligibility_Check
1183,2026-04-26 19:06:44,Policy_Details
1183,2026-04-25 19:06:44,Policy_Details
1183,2026-05-07 19:06:44,Premium_Payment
1183,2026-05-02 19:06:44,Eligibility_Check
1183,2026-04-29 19:06:44,Premium_Payment
1184,2026-05-07 19:06:44,Premium_Payment
1184,2026-05-01 19:06:44,Premium_Payment
1186,2026-05-05 19:06:44,Policy_Details
1186,2026-05-04 19:06:44,Premium_Payment
1191,2026-05-01 19:06:44,Dashboard
1192,2026-04-27 19:06:44,Premium_Payment
1193,2026-05-08 19:06:44,Eligibility_Check
1194,2026-05-05 19:06:44,Dashboard
1194,2026-04-29 19:06:44,Premium_Payment
1194,2026-05-05 19:06:44,Policy_Details
1195,2026-05-03 19:06:44,Policy_Details
1195,2026-05-01 19:06:44,Policy_Details
1195,2026-05-01 19:06:44,Policy_Details
1195,2026-05-03 19:06:44,Premium_Payment
1196,2026-04-28 19:06:44,Eligibility_Check
1196,2026-04-25 19:06:44,Eligibility_Check
1196,2026-04-25 19:06:44,Dashboard
1196,2026-05-03 19:06:44,Premium_Payment
1196,2026-05-01 19:06:44,Eligibility_Check
1198,2026-04-27 19:06:44,Premium_Payment
1198,2026-05-02 19:06:44,Dashboard
1198,2026-05-08 19:06:44,Policy_Details
1199,2026-04-29 19:06:44,Dashboard
1199,2026-05-02 19:06:44,Premium_Payment
1199,2026-05-04 19:06:44,Eligibility_Check
1199,2026-05-07 19:06:44,Dashboard
1199,2026-05-03 19:06:44,Dashboard
1199,2026-04-30 19:06:44,Eligibility_Check
1199,2026-05-07 19:06:44,Policy_Details
1199,2026-04-27 19:06:44,Eligibility_Check
1199,2026-05-08 19:06:44,Policy_Details
1199,2026-04-29 19:06:44,Policy_Details
1199,2026-05-02 19:06:44,Policy_Details
1199,2026-04-26 19:06:44,Dashboard
1200,2026-05-01 19:06:44,Eligibility_Check
1200,2026-04-29 19:06:44,Policy_Details
